Slide_No,State,District,Latitude,Longitude,MaterialInvolved,Movement Type,History,Year,occurrence
AR/LOH/92A05/2014/04,Arunachal Pradesh,Lohit,27.90581,96.35933,Rock,Fall,May 2014,2014.0,1
AR/ANJ/92A05/2014/20,Arunachal Pradesh,Lohit,27.90664,96.35964,Rock,Slide,2013,2013.0,1
AR/LOH/92A05/2014/06,Arunachal Pradesh,Lohit,27.90772,96.34517,Rock,Fall,May 2014,2014.0,1
AR/LOH/92A05/2014/52,Arunachal Pradesh,Lohit,27.90814,96.36028,Rock,Slide,2013,2013.0,1
AR/ANJ/92A05/2014/18,Arunachal Pradesh,Lohit,27.91164,96.34269,Rock cum Debris,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/50,Arunachal Pradesh,Lohit,27.91636,96.33392,Rock,Fall,2013,2013.0,1
AR/LOH/92A05/2014/49,Arunachal Pradesh,Lohit,27.91647,96.33161,Rock,Slide,2013,2013.0,1
AR/LOH/92A05/2014/51,Arunachal Pradesh,Lohit,27.91669,96.33833,Rock cum Debris,Slide,2013,2013.0,1
AR/LOH/92A05/2014/07,Arunachal Pradesh,Lohit,27.91886,96.33156,Rock,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/24,Arunachal Pradesh,Lohit,27.91897,96.33108,Rock,Slide,2013,2013.0,1
AR/LOH/92A05/2014/08,Arunachal Pradesh,Lohit,27.93967,96.38097,Debris,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/13,Arunachal Pradesh,Lohit,27.94083,96.38161,Rock cum Debris,Subsidence,2013,2013.0,1
AR/LOH/92A05/2014/10,Arunachal Pradesh,Lohit,27.95603,96.40267,Debris,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/09,Arunachal Pradesh,Lohit,27.95672,96.39697,Debris,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/21,Arunachal Pradesh,Lohit,27.95964,96.40178,Debris,Flow,May 2014,2014.0,1
AR/LOH/92A05/2014/20,Arunachal Pradesh,Lohit,27.96325,96.40097,Debris,Slide,May 2014,2014.0,1
AR/LOH/92A05/2014/25,Arunachal Pradesh,Lohit,27.96756,96.40189,Rock,Slide,2013,2013.0,1
AR/LOH/92A05/2014/11,Arunachal Pradesh,Lohit,27.96756,96.40214,Rock cum Debris,Slide,2013,2013.0,1
AR/ANJ/92A05/2014/55,Arunachal Pradesh,Anjaw,27.98333,96.40433,Debris,Slide,2012,2012.0,1
AR/ANJ/92A05/2014/54,Arunachal Pradesh,Anjaw,27.98728,96.41208,Debris,Slide,2013,2013.0,1
AR/ANJ/92A05/2014/18,Arunachal Pradesh,Anjaw,27.98747,96.41133,Debris,Flow,May 2014,2014.0,1
AR/ANJ/91D08/2014/17,Arunachal Pradesh,Anjaw,28.00611,96.42872,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/15,Arunachal Pradesh,Anjaw,28.01661,96.44172,Rock cum Debris,Complex,2013,2013.0,1
AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,28.01781,96.44275,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/24,Arunachal Pradesh,Anjaw,28.01992,96.443,Rock,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/15,Arunachal Pradesh,Anjaw,28.05939,96.48397,Debris,Slide,2014,2014.0,1
AR/LOH/91D08/2014/01,Arunachal Pradesh,Lohit,28.05989,96.46281,Debris,Slide,2013,2013.0,1
AP/LOH/91D08/2014/01,Andhra Pradesh,Lohit,28.05989,96.46281,Debris,Slide,2013,2013.0,1
AR/ANJ/91D08/2014/14,Arunachal Pradesh,Anjaw,28.05997,96.48664,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,28.06006,96.44636,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/13,Arunachal Pradesh,Anjaw,28.06131,96.49256,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/12,Arunachal Pradesh,Anjaw,28.06244,96.49775,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D08/2014/11,Arunachal Pradesh,Anjaw,28.063,96.49914,Debris,Slide,May 2014,2014.0,1
AR/ANJ/91D12/2014/53,Arunachal Pradesh,Anjaw,28.06356,96.50075,Debris,Slide,2012,2012.0,1
AR/ANJ/91D12/2014/22,Arunachal Pradesh,Anjaw,28.06964,96.50025,Rock,Slide,May 2014,2014.0,1
AR/ANJ/91D12/2014/02,Arunachal Pradesh,Anjaw,28.08014,96.52356,Debris,Topple,2013,2013.0,1
AR/ANJ/91D12/2014/10,Arunachal Pradesh,Anjaw,28.08019,96.54483,Debris,Flow,2013,2013.0,1
AR/ANJ/91D12/2014/23,Arunachal Pradesh,Anjaw,28.08061,96.51294,Rock,Fall,May 2014,2014.0,1
AR/ANJ/91D12/2014/03,Arunachal Pradesh,Anjaw,28.10714,96.54489,Rock,Fall,2013,2013.0,1
AR/ANJ/93D12/2014/47,Arunachal Pradesh,Anjaw,28.11142,96.54528,Rock,Slide,2012,2012.0,1
AR/ANJ/93D12/2014/46,Arunachal Pradesh,Anjaw,28.11594,96.54689,Rock,Slide,2012,2012.0,1
AR/ANJ/91D12/2014/07,Arunachal Pradesh,Anjaw,28.11781,96.54906,Debris,Flow,2013,2013.0,1
AR/ANJ/91D11/2014/26,Arunachal Pradesh,Anjaw,28.14531,96.54897,Rock,Slide,2013,2013.0,1
AR/ANJ/92D12/2014/45,Arunachal Pradesh,Anjaw,28.15292,96.53858,Rock,Slide,2013,2013.0,1
AR/ANJ/92D12/2014/44,Arunachal Pradesh,Anjaw,28.16206,96.53061,Debris,Topple,2013,2013.0,1
AR/ANJ/91D12/2014/06,Arunachal Pradesh,Anjaw,28.16939,96.52578,Rock,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/05,Arunachal Pradesh,Anjaw,28.18439,96.53453,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/43,Arunachal Pradesh,Anjaw,28.18525,96.53256,Debris,Slide,2012,2012.0,1
AR/ANJ/91D12/2014/04,Arunachal Pradesh,Anjaw,28.19597,96.53733,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/42,Arunachal Pradesh,Anjaw,28.20867,96.53222,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/27,Arunachal Pradesh,Anjaw,28.21483,96.53911,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/14,Arunachal Pradesh,Anjaw,28.22328,96.55303,Rock,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/28,Arunachal Pradesh,Anjaw,28.22381,96.53644,Rock,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/09,Arunachal Pradesh,Anjaw,28.22408,96.55872,Rock,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/41,Arunachal Pradesh,Anjaw,28.22797,96.54606,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/40,Arunachal Pradesh,Anjaw,28.23153,96.54272,Debris,Slide,2013,2013.0,1
AR/ANJ/91D12/2014/39,Arunachal Pradesh,Anjaw,28.23969,96.52778,Rock,Topple,2013,2013.0,1
AR/ANJ/91D11/2014/38,Arunachal Pradesh,Anjaw,28.25203,96.54264,Debris,Slide,2013,2013.0,1
AR/ANJ/91D11/2014/32,Arunachal Pradesh,Anjaw,28.25897,96.54433,Rock,Topple,2013,2013.0,1
AR/ANJ/91D11/2014/37,Arunachal Pradesh,Anjaw,28.2625,96.5465,Rock,Slide,2012,2012.0,1
AR/ANJ/91D11/2014/36,Arunachal Pradesh,Anjaw,28.26522,96.57889,Debris,Flow,2013,2013.0,1
AR/ANJ/91D11/2014/29,Arunachal Pradesh,Anjaw,28.26786,96.55781,Rock,Flow,2013,2013.0,1
AR/ANJ/91D11/2014/31,Arunachal Pradesh,Anjaw,28.26814,96.55728,Rock,Slide,2013,2013.0,1
AR/ANJ/91D11/2014/30,Arunachal Pradesh,Anjaw,28.27378,96.57031,Debris,Slide,2012,2012.0,1
AR/ANJ/91D11/2014/17,Arunachal Pradesh,Anjaw,28.28386,96.58275,Debris,Slide,2013,2013.0,1
AR/ANJ/91D11/2014/35,Arunachal Pradesh,Anjaw,28.28778,96.57928,Rock,Slide,2013,2013.0,1
AR/ANJ/91D11/2014/34,Arunachal Pradesh,Anjaw,28.31211,96.61719,Debris,Topple,2013,2013.0,1
AR/ANJ/91D11/2014/33,Arunachal Pradesh,Anjaw,28.31658,96.61508,Debris,Slide,2013,2013.0,1
ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,28.38919722,95.92776111,Rock,flow,24 April 2024,2024.0,1
ARA/PP/83E16/2024/01,Arunachal Pradesh,Papum Pare,27.105253,93.825399,Debris,Slide,18 June 2024 at 11:00 hrs.,2024.0,1
ARA/PP/83E16/2024/03,Arunachal Pradesh,Papum Pare,27.121136,93.762164,Earth,Slide,18 June 2024 at 04:30 hrs.,2024.0,1
HP/SIR/53F06/2017/66,Himachal Pradesh,Sirmur,30.58384,77.29732,Rock,Slide,2012,2012.0,1
HP/SIR/53F06/2017/67,Himachal Pradesh,Sirmur,30.58386,77.29643,Rock,Slide,2012,2012.0,1
HP/SIR/53F06/2017/70,Himachal Pradesh,Sirmur,30.593531,77.495663,Rock,Slide,2017,2017.0,1
HP/SIR/53F06/2017/4,Himachal Pradesh,Sirmur,30.598035,77.4779,Debris,Slide,2017,2017.0,1
HP/SIR/53F06/2017/5,Himachal Pradesh,Sirmur,30.598333,77.476754,Debris,Slide,2010,2010.0,1
HP/SIR/53F06/2017/68,Himachal Pradesh,Sirmur,30.60205,77.40403,Rock,Slide,2011,2011.0,1
HP/SIR/53F05/2017/13,Himachal Pradesh,Sirmur,30.776856,77.484003,Debris,Slide,2017,2017.0,1
HP/SIR/53F05/2017/5,Himachal Pradesh,Sirmur,30.801506,77.260769,Rock cum debris,Slide,2004,2004.0,1
HP/SIR/53F05/2017/12,Himachal Pradesh,Sirmur,30.807833,77.318803,Rock cum debris,Slide,2011,2011.0,1
HP/SHM/53F09/2017/1,Himachal Pradesh,Shimla,30.947172,77.571233,Debris,Slide,2011,2011.0,1
HP/SOL/53E04/2017/254,Himachal Pradesh,Solan,31.021833,77.069083,Debris,Slide,2017,2017.0,1
HP/SOL/53E04/2017/253,Himachal Pradesh,Solan,31.030215,77.070946,Debris,Slide,2017,2017.0,1
HP/SOL/53E04/2017/240,Himachal Pradesh,Solan,31.069056,77.043361,Debris,Slide,2017,2017.0,1
HP/SOL/53E04/2017/242,Himachal Pradesh,Solan,31.08425,77.060278,Debris,Slide,2017,2017.0,1
HP/SHI/53E12/2016/49,Himachal Pradesh,Shimla,31.09814,77.66337,Debris,Slide,2016,2016.0,1
HP/SHIM/53E04/2017/01,Himachal Pradesh,Shimla,31.102716,77.204228,Rock,Slide,2002,2002.0,1
HP/SHI/53E12/2016/26,Himachal Pradesh,Shimla,31.11442,77.69076,Rock,Slide,2014,2014.0,1
HP/SHI/53E12/2016/10,Himachal Pradesh,Shimla,31.16061,77.72372,Debris,Slide,2011,2011.0,1
HP/SOL/53E04/2017/244,Himachal Pradesh,Solan,31.164444,77.010111,Debris,Slide,2017,2017.0,1
HP/SHI/53E08/2016/97,Himachal Pradesh,Shimla,31.17093,77.77254,Rock,Slide,2015,2015.0,1
HP/SHI/53E12/2016/51,Himachal Pradesh,Shimla,31.17728,77.72623,Debris,Slide,2014,2014.0,1
HP/BIL/53A15/2015/329,Himachal Pradesh,Bilaspur,31.250003,76.771361,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/347,Himachal Pradesh,Bilaspur,31.253139,76.770028,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/212,Himachal Pradesh,Bilaspur,31.2535,76.770056,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/336,Himachal Pradesh,Bilaspur,31.253778,76.770944,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/217,Himachal Pradesh,Bilaspur,31.258472,76.767722,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/276,Himachal Pradesh,Mandi,31.260639,77.073278,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/227,Himachal Pradesh,Bilaspur,31.262639,76.766444,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/303,Himachal Pradesh,Bilaspur,31.275989,76.762472,Debris,Slide,2013,2013.0,1
HP/BIL/53A15/2015/293,Himachal Pradesh,Bilaspur,31.277036,76.763667,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/310,Himachal Pradesh,Bilaspur,31.277575,76.762417,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/153,Himachal Pradesh,Bilaspur,31.277694,76.76025,Debris,Slide,2015,2015.0,1
HP/SHI/53E07/2016/38,Himachal Pradesh,Shimla,31.281389,77.584667,Debris,Slide,2016,2016.0,1
HP/BIL/53A15/2015/211,Himachal Pradesh,Bilaspur,31.303072,76.770156,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/274,Himachal Pradesh,Mandi,31.309194,77.122472,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/282,Himachal Pradesh,Bilaspur,31.313778,76.763667,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/272,Himachal Pradesh,Mandi,31.327806,77.171861,Rock,Slide,2015,2015.0,1
HP/MAN/53A15/2015/135,Himachal Pradesh,Mandi,31.364306,76.873361,Rock,Slide,2015,2015.0,1
HP/MAN/53A15/2015/7,Himachal Pradesh,Mandi,31.371333,76.874167,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/306,Himachal Pradesh,Mandi,31.372361,76.87325,Rock,Slide,2015,2015.0,1
HP/MAN/53A15/2015/307,Himachal Pradesh,Mandi,31.376806,76.860111,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/206,Himachal Pradesh,Mandi,31.382,77.098361,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/308,Himachal Pradesh,Bilaspur,31.388167,76.857972,Rock,Fall,2015,2015.0,1
HP/BIL/53A15/2015/309,Himachal Pradesh,Bilaspur,31.389611,76.857139,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/295,Himachal Pradesh,Bilaspur,31.391889,76.762,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/296,Himachal Pradesh,Bilaspur,31.393833,76.764861,Rock,Topple,2015,2015.0,1
HP/BIL/53A15/2015/297,Himachal Pradesh,Bilaspur,31.393889,76.76525,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/298,Himachal Pradesh,Bilaspur,31.394722,76.76525,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/299,Himachal Pradesh,Bilaspur,31.394722,76.765139,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/300,Himachal Pradesh,Bilaspur,31.396167,76.767306,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/266,Himachal Pradesh,Mandi,31.399444,77.157833,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/238,Himachal Pradesh,Bilaspur,31.399972,76.767139,Debris,Slide,2010,2010.0,1
HP/BIL/53A15/2015/249,Himachal Pradesh,Bilaspur,31.399972,76.767139,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/260,Himachal Pradesh,Bilaspur,31.400306,76.800167,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/269,Himachal Pradesh,Bilaspur,31.401417,76.801417,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/267,Himachal Pradesh,Mandi,31.402583,77.160722,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/283,Himachal Pradesh,Bilaspur,31.408917,76.774944,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/284,Himachal Pradesh,Bilaspur,31.408942,76.771808,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/271,Himachal Pradesh,Mandi,31.411472,77.203778,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/109,Himachal Pradesh,Bilaspur,31.413389,76.789083,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/280,Himachal Pradesh,Bilaspur,31.413667,76.793528,Rock,Fall,2015,2015.0,1
HP/BIL/53A15/2015/281,Himachal Pradesh,Bilaspur,31.413833,76.793722,Rock,Fall,2015,2015.0,1
HP/MAN/53E03/2015/257,Himachal Pradesh,Mandi,31.416194,77.113139,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/270,Himachal Pradesh,Mandi,31.41875,77.200611,Rock,Slide,2011,2011.0,1
HP/MAN/53A15/2015/312,Himachal Pradesh,Mandi,31.420444,76.923222,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/313,Himachal Pradesh,Mandi,31.420444,76.923222,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/311,Himachal Pradesh,Mandi,31.422833,76.923889,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/285,Himachal Pradesh,Bilaspur,31.427778,76.763444,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/34,Himachal Pradesh,Mandi,31.428594,76.833306,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/286,Himachal Pradesh,Bilaspur,31.43125,76.771139,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/305,Himachal Pradesh,Mandi,31.432861,76.782889,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/96,Himachal Pradesh,Bilaspur,31.433472,76.834361,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/287,Himachal Pradesh,Bilaspur,31.433833,76.771278,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/237,Himachal Pradesh,Mandi,31.434417,77.054556,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/304,Himachal Pradesh,Mandi,31.435111,76.835917,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/302,Himachal Pradesh,Bilaspur,31.435333,76.830528,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/301,Himachal Pradesh,Bilaspur,31.435889,76.830389,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/288,Himachal Pradesh,Bilaspur,31.437278,76.772944,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/289,Himachal Pradesh,Bilaspur,31.437806,76.77425,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/314,Himachal Pradesh,Mandi,31.437806,76.916278,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/315,Himachal Pradesh,Mandi,31.437806,76.915083,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/240,Himachal Pradesh,Mandi,31.438194,77.060472,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/241,Himachal Pradesh,Mandi,31.439167,77.063278,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/242,Himachal Pradesh,Mandi,31.4405,77.071722,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/290,Himachal Pradesh,Bilaspur,31.441528,76.769694,Debris,Slide,2015,2015.0,1
HP/MAN/53E03/2015/230,Himachal Pradesh,Mandi,31.443611,77.045556,Debris,Slide,2015,2015.0,1
HP/BIL/53A15/2015/294,Himachal Pradesh,Bilaspur,31.445583,76.765667,Rock,Slide,2015,2015.0,1
HP/BIL/53A15/2015/291,Himachal Pradesh,Bilaspur,31.4465,76.771611,Rock,Slide,2015,2015.0,1
HP/SHI/53E15/2016/51,Himachal Pradesh,Shimla,31.4493,77.7752,Debris,Slide,2008,2008.0,1
HP/BIL/53A15/2015/292,Himachal Pradesh,Bilaspur,31.451806,76.774833,Rock,Slide,2015,2015.0,1
HP/SHI/53E15/2016/1,Himachal Pradesh,Shimla,31.4616,77.8373,Debris,Slide,2014,2014.0,1
HP/MAN/53A15/2015/279,Himachal Pradesh,Mandi,31.462861,76.824361,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/278,Himachal Pradesh,Mandi,31.463806,76.828861,Debris,Slide,2015,2015.0,1
HP/SHI/53E15/2016/42,Himachal Pradesh,Shimla,31.4674,77.8046,Debris,Slide,2004,2004.0,1
HP/MAN/53E03/2015/321,Himachal Pradesh,Mandi,31.467444,77.023417,Rock,Slide,2015,2015.0,1
HP/MAN/53E03/2015/322,Himachal Pradesh,Mandi,31.467583,77.023333,Rock,Slide,2015,2015.0,1
HP/SHI/53E15/2016/96,Himachal Pradesh,Shimla,31.4678,77.831,Debris,Slide,2008,2008.0,1
HP/SHI/53E15/2016/95,Himachal Pradesh,Shimla,31.4679,77.8308,Debris,Slide,2008,2008.0,1
HP/MAN/53E03/2015/325,Himachal Pradesh,Mandi,31.469167,77.023611,Debris,Slide,2015,2015.0,1
HP/SHI/53E15/2016/99,Himachal Pradesh,Shimla,31.471,77.7968,Debris,Slide,2012,2012.0,1
HP/SHI/53E15/2016/65,Himachal Pradesh,Shimla,31.4724,77.7515,Debris,Slide,2011,2011.0,1
HP/SHI/53E15/2016/106,Himachal Pradesh,Shimla,31.4762,77.7887,Debris,Slide,2014,2014.0,1
HP/SHI/53E15/2016/105,Himachal Pradesh,Shimla,31.4763,77.7885,Debris,Slide,2014,2014.0,1
HP/MAN/53A15/2015/264,Himachal Pradesh,Mandi,31.476583,76.866306,Debris,Slide,2015,2015.0,1
HP/SHI/53E15/2016/81,Himachal Pradesh,Shimla,31.4801,77.7633,Debris,Slide,2008,2008.0,1
HP/MAN/53E03/2015/327,Himachal Pradesh,Mandi,31.481389,77.016111,Debris,Slide,2015,2015.0,1
HP/MAN/53A15/2015/263,Himachal Pradesh,Mandi,31.482194,76.871361,Rock,Slide,2015,2015.0,1
HP/SHI/53E15/2016/46,Himachal Pradesh,Shimla,31.4825,77.7813,Debris,Slide,2013,2013.0,1
HP/SHI/53E15/2016/100,Himachal Pradesh,Shimla,31.4835,77.7861,Debris,Slide,2013,2013.0,1
HP/SHI/53E15/2016/97,Himachal Pradesh,Shimla,31.4836,77.787,Debris,Slide,2013,2013.0,1
HP/SHI/53E15/2016/101,Himachal Pradesh,Shimla,31.4839,77.7868,Debris,Slide,2013,2013.0,1
HP/SHI/53E15/2016/102,Himachal Pradesh,Shimla,31.4841,77.7875,Debris,Slide,2014,2014.0,1
HP/SHI/53E15/2016/104,Himachal Pradesh,Shimla,31.4844,77.7895,Debris,Slide,2014,2014.0,1
HP/SHI/53E15/2016/103,Himachal Pradesh,Shimla,31.4849,77.7896,Debris,Slide,2014,2014.0,1
HP/SHI/53E15/2016/98,Himachal Pradesh,Shimla,31.4852,77.7902,Debris,Slide,2014,2014.0,1
HP/SHI/53E15/2016/20,Himachal Pradesh,Shimla,31.4961,77.7618,Debris,Slide,2014,2014.0,1
HP/KIN/53E14/2016/34,Himachal Pradesh,Kinnaur,31.5085,77.9697,Debris,Slide,2004,2004.0,1
HP/KIN/53E14/2016/33,Himachal Pradesh,Kinnaur,31.5089,77.9645,Debris,Slide,2004,2004.0,1
HP/KIN/53E14/2016/35,Himachal Pradesh,Kinnaur,31.5089,77.9679,Debris,Slide,2004,2004.0,1
HP/KUL/53E06/2016/28,Himachal Pradesh,Kullu,31.518799,77.419779,Debris,Slide,2003,2003.0,1
HP/KUL/53E06/2016/3,Himachal Pradesh,Kullu,31.519192,77.419157,Debris,Slide,2000,2000.0,1
HP/KUL/53E06/2016/57,Himachal Pradesh,Kullu,31.519218,77.417408,Debris,Slide,2003,2003.0,1
HP/KUL/53E06/2016/4,Himachal Pradesh,Kullu,31.519512,77.417872,Debris,Slide,2003,2003.0,1
HP/KUL/53E06/2016/2,Himachal Pradesh,Kullu,31.524505,77.420686,Debris,Slide,2000,2000.0,1
HP/KIN/53E15/2016/23,Himachal Pradesh,Kinnaur,31.5252,77.9174,Debris,Slide,2011,2011.0,1
HP/KIN/53E15/2016/22,Himachal Pradesh,Kinnaur,31.5259,77.9165,Debris,Slide,2011,2011.0,1
HP/KUL/53E06/2016/7,Himachal Pradesh,Kullu,31.52727,77.402439,Debris,Slide,2003,2003.0,1
HP/KIN/53E15/2016/21,Himachal Pradesh,Kinnaur,31.529,77.9162,Debris,Slide,2011,2011.0,1
HP/KIN/53E14/2016/26,Himachal Pradesh,Kinnaur,31.5365,77.9086,Debris,Slide,2010,2010.0,1
HP/KIN/53E14/2016/29,Himachal Pradesh,Kinnaur,31.5385,77.9039,Debris,Slide,2010,2010.0,1
HP/KUL/53E06/2016/30,Himachal Pradesh,Kullu,31.54009,77.37928,Rock cum debris,Slide,2000,2000.0,1
HP/KIN/53E14/2016/27,Himachal Pradesh,Kinnaur,31.5418,77.9051,Debris,Slide,2010,2010.0,1
HP/KUL/53E06/2016/35,Himachal Pradesh,Kullu,31.542157,77.381474,Rock cum debris,Slide,2000,2000.0,1
HP/KIN/53E14/2016/28,Himachal Pradesh,Kinnaur,31.5424,77.9091,Debris,Slide,2010,2010.0,1
HP/KIN/53E14/2016/36,Himachal Pradesh,Kinnaur,31.5459,77.9135,Debris,Slide,2011,2011.0,1
HP/KIN/53E14/2016/6,Himachal Pradesh,Kinnaur,31.5471,77.9101,Debris,Slide,2014,2014.0,1
HP/KIN/53E14/2016/10,Himachal Pradesh,Kinnaur,31.5516,77.9723,Debris,Slide,2008,2008.0,1
HP/KUL/53E10/2016/13,Himachal Pradesh,Kullu,31.553,77.546,Rock cum debris,Slide,2014,2014.0,1
HP/KUL/53E10/2016/39,Himachal Pradesh,Kullu,31.558,77.574,Debris,Slide,2014,2014.0,1
HP/KUL/53E06/2016/6,Himachal Pradesh,Kullu,31.558,77.369,Debris,Slide,2013,2013.0,1
HP/KUL/53E06/2016/40,Himachal Pradesh,Kullu,31.560923,77.368597,Debris,Slide,2011,2011.0,1
HP/SHI/53E14/2016/4,Himachal Pradesh,Shimla,31.563,77.883,Debris,Slide,2008,2008.0,1
HP/KUL/53E10/2016/2,Himachal Pradesh,Kullu,31.564859,77.563673,Debris,Subsidence,2016,2016.0,1
HP/KIN/53E14/2016/5,Himachal Pradesh,Kinnaur,31.5668,77.8924,Rock,Fall,2008,2008.0,1
HP/KUL/53E06/2016/18,Himachal Pradesh,Kullu,31.567786,77.362042,Rock cum debris,Slide,2009,2009.0,1
HP/KUL/53E06/2016/42,Himachal Pradesh,Kullu,31.570806,77.363684,Rock,Slide,2001,2001.0,1
HP/KIN/53E14/2016/92,Himachal Pradesh,Kinnaur,31.5709,77.9725,Debris,Slide,2014,2014.0,1
HP/KUL/53E06/2016/44,Himachal Pradesh,Kullu,31.57286,77.362523,Debris,Slide,2005,2005.0,1
HP/KIN/53E14/2016/32,Himachal Pradesh,Kinnaur,31.5742,77.9422,Debris,Slide,2014,2014.0,1
HP/KIN/53E14/2016/16,Himachal Pradesh,Kinnaur,31.5745,77.949,Debris,Slide,2016,2016.0,1
HP/KIN/53E14/2016/75,Himachal Pradesh,Kinnaur,31.5787,77.9706,Debris,Slide,2014,2014.0,1
HP/KIN/53E14/2016/79,Himachal Pradesh,Kinnaur,31.5791,77.9485,Rock,Slide,2012,2012.0,1
HP/KIN/53E14/2016/74,Himachal Pradesh,Kinnaur,31.5818,77.9663,Debris,Slide,2014,2014.0,1
HP/MAN/53A14/2015/321,Himachal Pradesh,Mandi,31.592797,76.776176,Rock,Slide,2009,2009.0,1
HP/KUL/53E06/2016/72,Himachal Pradesh,Kullu,31.604115,77.375841,Rock,Slide,2010,2010.0,1
HP/KUL/53E06/2016/19,Himachal Pradesh,Kullu,31.60456,77.348681,Rock,Slide,2012,2012.0,1
HP/KUL/53E06/2016/1,Himachal Pradesh,Kullu,31.604587,77.348681,Rock,Slide,2008,2008.0,1
HP/KUL/53E06/2016/38,Himachal Pradesh,Kullu,31.605096,77.348396,Rock,Slide,2012,2012.0,1
